ReactionID,Reaction,UniprotID,EC,ReactionRule
GTHOXti2,-1.0 ATP + -1.0 H2O --> 1.0 GSSG + 1.0 ADP + 1.0 H+ + 1.0 Pi,[],NA,
HCYSte, <--> 1.0 homocysteine,[],NA,
NORMETEVESSte,-2.0 ATP + -2.0 H2O --> 3.0 normetanephrine + 2.0 ADP + 2.0 H+ + 2.0 Pi,[],NA,
OROte, --> 1.0 H+ + 1.0 orotate,[],NA,
PPPGOc,-1.5 O2 + -1.0 protoporphyrinogen IX --> 3.0 H2O + 1.0 protoporphyrin,[],NA,
SPRMt2r, <--> 1.0 H+ + 1.0 spermine,[],NA,
The, <--> 1.0 H+,[],NA,
THMMPtrbc, <--> 1.0 thiamin-P,[],NA,
THMtrbc, <--> 1.0 thiamin,[],NA,
UGT1A10c,-1.0 bilirubin + -1.0 UDP-glucuronate <--> 1.0 bilirubin-monoglucuronoside + 1.0 UDP,[],NA,
ACGALtr, --> 1.0 N-acetylgalactosamine,[],NA,
ACNAMtr, --> 1.0 N-acetylneuraminate,[],NA,
CORE4t, --> 1.0 core 4,[],NA,
CORE5t, --> 1.0 core 5,[],NA,
CORE7t, --> 1.0 core 7,[],NA,
CORE8t, --> 1.0 core 8,[],NA,
DST_ANTIGENt, --> 1.0 disialyl-T antigen,[],NA,
GALAMtr, <--> 1.0 D-Galactosamine,[],NA,
MK10t, <--> 1.0 Menaquinone-10,[],NA,
MK11t, <--> 1.0 Menaquinone-11,[],NA,
MK7t, <--> 1.0 Menaquinone-7,[],NA,
MK9t, <--> 1.0 Menaquinone-9,[],NA,
S2L2N2M2Mt, <--> 1.0 de-Fuc form of PA6 (wo peptide linkage),[],NA,
STN_ANTIGENt, --> 1.0 sialyl-Tn antigen,[],NA,
EX_core4[e],-1.0 core 4 <--> ,[],NA,
EX_f1a[e],-1.0 F1alpha <--> ,[],NA,
EX_galam[e],-1.0 D-Galactosamine <--> ,[],NA,
EX_gncore1[e],"-1.0 glcnac-alpha-1,4-core 1 <--> ",[],NA,
EX_mqn10[e],-1.0 Menaquinone-10 <--> ,[],NA,
EX_mqn11[e],-1.0 Menaquinone-11 <--> ,[],NA,
EX_mqn7[e],-1.0 Menaquinone-7 <--> ,[],NA,
EX_mqn9[e],-1.0 Menaquinone-9 <--> ,[],NA,
EX_s2l2n2m2m[e],-1.0 de-Fuc form of PA6 (wo peptide linkage) <--> ,[],NA,
EX_lpam[e],-1.0 lipoamide <--> ,[],NA,
LPAMt, <--> 1.0 H+ + 1.0 lipoamide,[],3.1.1.23,
EX_acgal[e],-1.0 N-acetylgalactosamine <--> ,[],NA,
EX_acnam[e],-1.0 N-acetylneuraminate <--> ,[],NA,
EX_pcreat[e],-1.0 creatine-phosphate <--> ,[],NA,
EX_HC00342[e],-1.0 cis-aconitate <--> ,[],NA,
EX_C08261[e],-1.0 azelaic acid <--> ,[],NA,
EX_pa_hs[e],-1.0 phosphatidate-LD-TAG pool <--> ,[],NA,
EX_CE2934[e],-1.0 O-methylhippurate <--> ,[],NA,
F1Ate, <--> 1.0 F1alpha,[],6.2.1.2,
F1Ate2, <--> 1.0 F1alpha,[],NA,
GNCORE1t," <--> 1.0 glcnac-alpha-1,4-core 1",[],NA,
34HPLtm, <--> 1.0 4-hydroxyphenyllactate + 1.0 H+,[],NA,
3HMPtm, --> 1.0 3-hydroxyisobutyrate,[],NA,
3HPPtm, <--> 1.0 hydracrylate,[],NA,
ACGLUtm, <--> 1.0 N-acetyl-L-glutamate,[],6.2.1.2,
LPAMtm, --> 1.0 lipoamide + 1.0 H+,[],NA,
r2535m, <--> 1.0 homoserine,[],NA,
PGP_hs_tm, <--> 1.0 PGP-CL pool,[],6.2.1.2,
CE2934t, <--> 1.0 O-methylhippurate,[],NA,
C02592tx, <--> 1.0 taurolithocholate,[],NA,
PROSTGE2t2r, <--> 1.0 prostaglandin E2,[],6.2.1.2,
PROSTGE2t2m, <--> 1.0 prostaglandin E2,[],NA,
ESTRr,-1.0 estradiol-17beta + -1.0 H+ + -1.0 NADPH + -1.0 O2 --> 1.0 estriol + 1.0 H2O + 1.0 NADP+,[],NA,
ESTR2r,-1.0 16alpha-hydroxyestrone + -1.0 H+ + -1.0 NADH --> 1.0 estriol + 1.0 NAD+,[],6.2.1.2,
LTHSTRLtr, <--> 1.0 lathosterol,[],NA,
PGLYCtm, <--> 1.0 PG-CL pool,[],NA,
DXTRNt, <--> 1.0 glycogenin G4G4,[],NA,
EX_dxtrn[e],-1.0 glycogenin G4G4 <--> ,[],NA,
DHCHOLESTANATEATP,"-1.0 ATP + -1.0 H2O --> 1.0 3alpha,7alpha-dihydroxy-5beta-cholestanate + 1.0 ADP + 1.0 H+ + 1.0 Pi","['ABCCB_HUMAN', 'MRP3_HUMAN', 'ABCBB_HUMAN']",NA,O95342 or O15438 or Q96J66
DHCHOLESTANATEt," <--> 1.0 3alpha,7alpha-dihydroxy-5beta-cholestanate + 1.0 Na+",['NTCP_HUMAN'],NA,Q14973
EX_dhcholestanate[e],"-1.0 3alpha,7alpha-dihydroxy-5beta-cholestanate <--> ",[],NA,
THCHOLSTOICATP,"-1.0 ATP + -1.0 H2O --> 1.0 3alpha,7alpha,12alpha-trihydroxy-5beta-cholestanate + 1.0 ADP + 1.0 H+ + 1.0 Pi","['ABCCB_HUMAN', 'MRP3_HUMAN', 'ABCBB_HUMAN']",NA,O95342 or O15438 or Q96J66
THCHOLSTOICt," <--> 1.0 3alpha,7alpha,12alpha-trihydroxy-5beta-cholestanate + 1.0 Na+",['NTCP_HUMAN'],NA,Q14973
EX_thcholstoic[e],"-1.0 3alpha,7alpha,12alpha-trihydroxy-5beta-cholestanate <--> ",[],NA,
XOL7AH3ATP,"-1.0 ATP + -1.0 H2O --> 1.0 5beta-cholestane-3alpha,7alpha,26-triol + 1.0 ADP + 1.0 H+ + 1.0 Pi","['ABCBB_HUMAN', 'MRP3_HUMAN', 'ABCCB_HUMAN']",NA,O95342 or O15438 or Q96J66
XOL7AH3t," <--> 1.0 5beta-cholestane-3alpha,7alpha,26-triol + 1.0 Na+",['NTCP_HUMAN'],NA,Q14973
EX_xol7ah3[e],"-1.0 5beta-cholestane-3alpha,7alpha,26-triol <--> ",[],NA,
XOL7AONEATP,-1.0 ATP + -1.0 H2O --> 1.0 7alpha-hydroxycholest-4-en-3-one + 1.0 ADP + 1.0 H+ + 1.0 Pi,"['ABCBB_HUMAN', 'MRP3_HUMAN', 'ABCCB_HUMAN']",NA,O95342 or O15438 or Q96J66
XOL7AONEt, <--> 1.0 7alpha-hydroxycholest-4-en-3-one + 1.0 Na+,['NTCP_HUMAN'],NA,Q14973
EX_xol7aone[e],-1.0 7alpha-hydroxycholest-4-en-3-one <--> ,[],NA,
XOLDIOLONEATP,"-1.0 ATP + -1.0 H2O --> 1.0 7alpha,12alpha-dihydroxycholest-4-en-3-one + 1.0 ADP + 1.0 H+ + 1.0 Pi","['ABCBB_HUMAN', 'MRP3_HUMAN', 'ABCCB_HUMAN']",NA,O95342 or O15438 or Q96J66
EX_xoldiolone[e],"-1.0 7alpha,12alpha-dihydroxycholest-4-en-3-one <--> ",[],NA,
7KILTCHOLATP,-1.0 ATP + -1.0 H2O --> 1.0 7-Ketolithocholate + 1.0 ADP + 1.0 H+ + 1.0 Pi,"['ABCBB_HUMAN', 'MRP3_HUMAN', 'ABCCB_HUMAN']",NA,O95342 or O15438 or Q96J66
7KILTCHOLt, <--> 1.0 Na+ + 1.0 7-Ketolithocholate,['NTCP_HUMAN'],NA,Q14973
EX_7klitchol[e],-1.0 7-Ketolithocholate <--> ,[],NA,
EX_2obut[e],-1.0 2-oxobutyrate <--> ,[],NA,
EX_glutar[e],-1.0 Glutarate <--> ,[],NA,
EX_glcn[e],-1.0 D-gluconic acid <--> ,[],NA,
ACCOAL,-1.0 ATP + -1.0 CoA + -1.0 propanoate --> 1.0 ADP + 1.0 Pi + 1.0 propanoyl-CoA,['ACSA_HUMAN'],6.2.1.13,Q9NR19
ADNCNT3tc, <--> 1.0 adenosine + 1.0 H+,"['S28A3_HUMAN', 'S29A4_HUMAN']",NA,Q7RTT9 or Q9HAS3
BUTt2r, <--> 1.0 butyrate + 1.0 H+,['MOT1_HUMAN'],NA,P53985
CYTDt2r, <--> 1.0 cytidine + 1.0 H+,['S28A3_HUMAN'],NA,Q9HAS3
DUTPDP,-1.0 dUTP + -1.0 H2O --> 1.0 dUMP + 1.0 H+ + 1.0 PPi,[],NA,
EHGLAT,-1.0 AKG + -1.0 L-erythro-4-hydroxyglutamate --> 1.0 glutamate + 1.0 4-hydroxy-2-oxoglutarate,['AATC_HUMAN'],2.6.1.1,P17174
EX_fum[e],-1.0 fumarate <--> ,[],NA,
EX_glyleu[e],-1.0 Glycylleucine <--> ,[],NA,
EX_glyphe[e],-1.0 Glycyl-Phenylalanine <--> ,[],NA,
EX_glypro[e],-1.0 Glycylproline <--> ,[],NA,
EX_mal_L[e],-1.0 malate <--> ,[],NA,
EX_ppi[e],-1.0 PPi <--> ,[],NA,
FCLTc,-1.0 Fe2+ + -1.0 protoporphyrin --> 2.0 H+ + 1.0 heme,[],NA,
FERO,-4.0 Fe2+ + -4.0 H+ + -1.0 O2 --> 4.0 Fe3+ + 2.0 H2O,['HEPH_HUMAN'],NA,Q9BQS7
FRTT,"-1.0 farnesyl-PP + -1.0 isopentenyl-pPP --> 1.0 PPi + 1.0 2-Trans,6-Trans,10-Trans-Geranylgeranyl Diphosphate",['GGPPS_HUMAN'],2.5.1.29,O95749
FT,"-1.0 farnesyl-PP + -1.0 isopentenyl-pPP --> 1.0 PPi + 1.0 trans,trans,cis-geranyl-geranyl-pp",[],6.3.2.17,
GALt2_2, <--> 1.0 galactose + 2.0 H+,['SC5A1_HUMAN'],2.4.1.92,P13866
GLYLEUHYDROc,-1.0 H2O + -1.0 Glycylleucine <--> 1.0 glycine + 1.0 leucine,"['CNDP2_HUMAN', 'DPEP1_HUMAN']",NA,P16444 or Q96KP4
GLYLEUPEPT1tc, --> 1.0 H+ + 1.0 Glycylleucine,['S15A1_HUMAN'],NA,P46059
GLYPHEHYc,-1.0 H2O + -1.0 Glycyl-Phenylalanine <--> 1.0 glycine + 1.0 phenylalanine,[],NA,
GLYPROPRO1c,-1.0 H2O + -1.0 Glycylproline <--> 1.0 glycine + 1.0 proline,['PEPD_HUMAN'],NA,P12955
INSt2, <--> 1.0 H+ + 1.0 inosine,['S28A3_HUMAN'],NA,Q9HAS3
PPNCL3,-1.0 ATP + -1.0 cysteine + -1.0 D-4-phosphopantothenate --> 1.0 (R)-4-phosphopantothenoyl-cysteine + 1.0 AMP + 1.0 H+ + 1.0 PPi,['PPCS_HUMAN'],3.1.3.4,Q9HAB8
THMDt2r, <--> 1.0 H+ + 1.0 thymidine,['S28A3_HUMAN'],NA,Q9HAS3
URIt2r, <--> 1.0 H+ + 1.0 uridine,['S28A3_HUMAN'],NA,Q9HAS3
EX_ind3ac[e],-1.0 indoleacetate <--> ,[],NA,
EX_nh4[e],-1.0 NH4+ <--> ,[],NA,
CITL,-1.0 citrate --> 1.0 acetate + 1.0 OAA,['CLYBL_HUMAN'],4.1.3.6,Q8N0X4
EX_galt[e],-1.0 galactitol <--> ,[],NA,
EX_glcr[e],-1.0 D-glucarate <--> ,[],NA,
EX_glcur[e],-1.0 glucuronate <--> ,[],NA,
EX_malthx[e],-1.0 Maltohexaose <--> ,[],NA,
EX_ptrc[e],-1.0 putrescine <--> ,[],NA,
EX_spmd[e],-1.0 spermidine <--> ,[],NA,
EX_xan[e],-1.0 xanthine <--> ,[],NA,
MICITDr,"-1.0 H2O + -1.0 (Z)-But-2-Ene-1,2,3-Tricarboxylate <--> 1.0 (2S,3R)-3-Hydroxybutane-1,2,3-Tricarboxylate",[],4.2.1.99,
OAADC,-1.0 H+ + -1.0 OAA --> 1.0 CO2 + 1.0 pyruvate,[],NA,
EX_4hbz[e],-1.0 4-hydroxybenzoate <--> ,[],NA,
EX_34dhpha[e],"-1.0 3,4-dihydroxyphenylacetate <--> ",[],NA,
THMt3, <--> 1.0 H+ + 1.0 thiamin,"['S19A2_HUMAN', 'S19A3_HUMAN']",NA,O60779 or Q
EX_mqn8[e],-1.0 Menaquinone-8 <--> ,[],NA,
MK8t, <--> 1.0 Menaquinone-8,[],NA,
EX_indole[e],-1.0 Indole <--> ,[],NA,
EX_ch4s[e],-1.0 Methanethiol <--> ,[],NA,
EX_phpyr[e],-1.0 phenylpyruvate <--> ,[],NA,
EX_tym[e],-1.0 tyramine <--> ,[],NA,
EX_2hyoxplac[e],-1.0 2-hydroxyphenylacetate <--> ,[],NA,
EX_lanost[e],-1.0 lanosterol <--> ,[],NA,
PHPYRte, <--> 1.0 H+ + 1.0 phenylpyruvate,"['MOT4_HUMAN', 'MOT2_HUMAN', 'MOT1_HUMAN']",NA,O60669 or O15427 or P53985
PHPYRtm, <--> 1.0 H+ + 1.0 phenylpyruvate,"['MPC2_HUMAN', 'MPC1_HUMAN']",NA,Q9Y5U8 and O95563
3MOX4HOXMtm, --> 1.0 vanillylmandelate,[],NA,
3MOX4HOXMte, --> 1.0 vanillylmandelate,[],NA,
EX_3mox4hoxm[e],-1.0 vanillylmandelate <--> ,[],NA,
GLXte, --> 1.0 glyoxalate,[],NA,
EX_glx[e],-1.0 glyoxalate <--> ,[],NA,
CE4970tm, --> 1.0 2-methylbutyrylglycine,[],NA,
CE4970te, <--> 1.0 chloride + 3.0 Na+ + 1.0 2-methylbutyrylglycine,['SC6A5_HUMAN'],NA,Q9Y345
EX_CE4970[e],-1.0 2-methylbutyrylglycine <--> ,[],NA,
CE2026tm, --> 1.0 3-methylcrotonoylglycine,[],NA,
CE2026te, <--> 1.0 chloride + 3.0 Na+ + 1.0 3-methylcrotonoylglycine,['SC6A5_HUMAN'],NA,Q9Y345
EX_CE2026[e],-1.0 3-methylcrotonoylglycine <--> ,[],NA,
CE4968tm, --> 1.0 isovalerylglycine,[],NA,
CE4968te, <--> 1.0 chloride + 3.0 Na+ + 1.0 isovalerylglycine,['SC6A5_HUMAN'],NA,Q9Y345
EX_CE4968[e],-1.0 isovalerylglycine <--> ,[],NA,
ACTYRm,-1.0 acetyl-CoA + -1.0 tyrosine --> 1.0 CoA + 1.0 H+ + 1.0 N-Acetyl-Tyrosine,[],2.3.1.1,
ACTYRtc, --> 1.0 N-Acetyl-Tyrosine,[],NA,
ACTYRte, --> 1.0 N-Acetyl-Tyrosine,[],NA,
EX_actyr[e],-1.0 N-Acetyl-Tyrosine <--> ,[],NA,
SUCACETATc,-1.0 fumarylacetoacetate + -1.0 H+ + -1.0 NADH --> 1.0 NAD+ + 1.0 Succinyl-Acetoacetate,[],NA,
SUCACETATALTc,-1.0 4-maleylacetoacetate + -1.0 H+ + -1.0 NADH --> 1.0 NAD+ + 1.0 Succinyl-Acetoacetate,[],NA,
SUCACETOc,-1.0 H+ + -1.0 Succinyl-Acetoacetate --> 1.0 CO2 + 1.0 Succinylacetone,[],NA,
SUCACETOte, --> 1.0 Succinylacetone,[],NA,
EX_sucaceto[e],-1.0 Succinylacetone <--> ,[],NA,
VANILPYRc,-1.0 3-O-methyldopa + -1.0 AKG <--> 1.0 glutamate + 1.0 Vanilpyruvic Acid,"['ALAT2_HUMAN', 'ALAT1_HUMAN']",2.6.1.2,Q8TD30 or P24298
VANILLACc,-1.0 H+ + -1.0 NADH + -1.0 Vanilpyruvic Acid <--> 1.0 NAD+ + 1.0 Vanil-Lactate,[],NA,
CE2176tm, --> 1.0 3-O-methyldopa,[],NA,
NACVANALAm,-1.0 acetyl-CoA + -1.0 3-O-methyldopa --> 1.0 CoA + 1.0 H+ + 1.0 N-Acetylvanilalanine,[],NA,
NACVANALAtm, --> 1.0 N-Acetylvanilalanine,[],NA,
NACVANALAte, --> 1.0 N-Acetylvanilalanine,[],NA,
VANILLACte, --> 1.0 Vanil-Lactate,[],NA,
EX_vanillac[e],-1.0 Vanil-Lactate <--> ,[],NA,
EX_nacvanala[e],-1.0 N-Acetylvanilalanine <--> ,[],NA,
2H3MVc,-1.0 2-oxo-3-methylvalerate + -1.0 H+ + -1.0 NADH <--> 1.0 NAD+ + 1.0 2-Hydroxy-3-Methyl-Valerate,"['UEVLD_HUMAN', 'LDH6A_HUMAN', 'LDHA_HUMAN', 'LDHC_HUMAN', 'LDH6B_HUMAN', 'LDHB_HUMAN']",1.1.1.27,( P and P00338 ) or P or P00338 or Q8IX04 or P07864 or Q6ZMR3 or Q9BYZ2
2H3MVte, <--> 1.0 2-Hydroxy-3-Methyl-Valerate,[],NA,
EX_2h3mv[e],-1.0 2-Hydroxy-3-Methyl-Valerate <--> ,[],NA,
2HIVc,-1.0 3-methyl-2-oxobutyrate + -1.0 H+ + -1.0 NADH <--> 1.0 NAD+ + 1.0 2-Hydroxy-Isovalerate,"['UEVLD_HUMAN', 'LDH6A_HUMAN', 'LDHA_HUMAN', 'LDHC_HUMAN', 'LDH6B_HUMAN', 'LDHB_HUMAN']",1.1.1.27,( P and P00338 ) or P or P00338 or Q8IX04 or P07864 or Q6ZMR3 or Q9BYZ2
2HIVte, <--> 1.0 2-Hydroxy-Isovalerate,[],NA,
EX_2hiv[e],-1.0 2-Hydroxy-Isovalerate <--> ,[],NA,
2M3HBUc,-1.0 (S)-3-hydroxy-2-methylbutyryl-CoA + -1.0 H2O --> 1.0 CoA + 1.0 H+ + 1.0 2-Methyl-3-Hydroxy-Butyrate,[],NA,
2M3HBUtm, --> 1.0 2-Methyl-3-Hydroxy-Butyrate,[],NA,
2M3HBUte, --> 1.0 2-Methyl-3-Hydroxy-Butyrate,[],NA,
EX_2m3hbu[e],-1.0 2-Methyl-3-Hydroxy-Butyrate <--> ,[],NA,
2M3OVCOAm,-2.0 propanoyl-CoA <--> 1.0 CoA + 1.0 2-Methyl-3-Oxo-Valeryl Coenzyme A,['THIL_HUMAN'],2.3.1.9,P24752
2M3OVACm,-1.0 H2O + -1.0 2-Methyl-3-Oxo-Valeryl Coenzyme A --> 1.0 CoA + 1.0 H+ + 1.0 2-Methyl-3-Oxo-Valerate,[],NA,
2M3OVACtm, --> 1.0 2-Methyl-3-Oxo-Valerate,[],NA,
2M3HVACc,-1.0 H+ + -1.0 NADH + -1.0 2-Methyl-3-Oxo-Valerate <--> 1.0 NAD+ + 1.0 2-Methyl-3-Hydroxy-Valerate,[],NA,
2M3HVACte, --> 1.0 2-Methyl-3-Hydroxy-Valerate,[],NA,
EX_2m3hvac[e],-1.0 2-Methyl-3-Hydroxy-Valerate <--> ,[],NA,
3H3MGLTc,-1.0 H2O + -1.0 HMG-CoA --> 1.0 CoA + 1.0 H+ + 1.0 3-Hydroxy-3-Methyl-Glutarate,[],NA,
3H3MGLTte, --> 1.0 3-Hydroxy-3-Methyl-Glutarate,[],NA,
EX_3h3mglt[e],-1.0 3-Hydroxy-3-Methyl-Glutarate <--> ,[],NA,
3MGLUTACc,-1.0 3-methylglutaconyl-CoA + -1.0 H2O --> 1.0 CoA + 1.0 H+ + 1.0 3-Methyl-Glutaconate,[],NA,
3MGLUTACtm, --> 1.0 3-Methyl-Glutaconate,[],NA,
3MGLUTACte, --> 1.0 3-Methyl-Glutaconate,[],NA,
EX_3mglutac[e],-1.0 3-Methyl-Glutaconate <--> ,[],NA,
3MGLUTRc,-1.0 H+ + -1.0 NADPH + -1.0 3-Methyl-Glutaconate --> 1.0 NADP+ + 1.0 3-Methyl-Glutarate,[],NA,
3MGLUTRte, --> 1.0 3-Methyl-Glutarate,[],NA,
EX_3mglutr[e],-1.0 3-Methyl-Glutarate <--> ,[],NA,
PPIOGLYc,-1.0 glycine + -1.0 propanoyl-CoA <--> 1.0 CoA + 1.0 H+ + 1.0 Propionyl-Glycine,['GLYAT_HUMAN'],2.3.1.13,Q6IB77
PPIOGLYtm, --> 1.0 Propionyl-Glycine,[],NA,
PPIOGLYte, --> 1.0 Propionyl-Glycine,[],NA,
EX_ppiogly[e],-1.0 Propionyl-Glycine <--> ,[],NA,
MVLACc,-1.0 (R)-mevalonate + -1.0 H+ --> 1.0 H2O + 1.0 Mevalonate-Lactone,[],NA,
MVLACte, --> 1.0 Mevalonate-Lactone,[],NA,
EX_mvlac[e],-1.0 Mevalonate-Lactone <--> ,[],NA,
TIGGLYc,-1.0 glycine + -1.0 tiglyl-CoA <--> 1.0 CoA + 1.0 H+ + 1.0 Tiglyl Glycine,['GLYAT_HUMAN'],2.3.1.13,Q6IB77
TIGGLYtm, --> 1.0 Tiglyl Glycine,[],NA,
TIGGLYte, --> 1.0 Tiglyl Glycine,[],NA,
EX_tiggly[e],-1.0 Tiglyl Glycine <--> ,[],NA,
TD2GLTRCOAm,-1.0 FAD + -1.0 glutaryl-CoA --> 1.0 FADH2 + 1.0 Trans-Delta-2-Glutaryl Coenzyme A,[],NA,
3HGLUTCOAm,-1.0 H2O + -1.0 Trans-Delta-2-Glutaryl Coenzyme A --> 1.0 3-Hydroxy-Glutaryl Coenzyme A,[],NA,
3OHGLUTACm,-1.0 H2O + -1.0 3-Hydroxy-Glutaryl Coenzyme A --> 1.0 CoA + 1.0 H+ + 1.0 3-Hydroxy-Glutarate,[],NA,
3OHGLUTACtm, --> 1.0 3-Hydroxy-Glutarate,[],NA,
3OHGLUTACte, --> 1.0 3-Hydroxy-Glutarate,[],NA,
3OHGLUTACOAT3t, <--> 1.0 AKG + 1.0 3-Hydroxy-Glutarate,['S22A8_HUMAN'],NA,Q8TCC7
EX_3ohglutac[e],-1.0 3-Hydroxy-Glutarate <--> ,[],NA,
GLUTACOAm,-1.0 FAD + -1.0 glutaryl-CoA --> 1.0 FADH2 + 1.0 Glutaconyl Coenzyme A,[],NA,
GLUTCONm,-1.0 H2O + -1.0 Glutaconyl Coenzyme A --> 1.0 CoA + 1.0 H+ + 1.0 Glutaconate,[],NA,
GLUTCONtm, --> 1.0 Glutaconate,[],NA,
GLUTCONte, --> 1.0 Glutaconate,[],NA,
EX_glutcon[e],-1.0 Glutaconate <--> ,[],NA,
3HIVAcm,-1.0 H2O + -1.0 3-Hydroxyisovaleryl Coenzyme A --> 1.0 CoA + 1.0 H+ + 1.0 3-Hydroxyisovaleric Acid,[],NA,
3HIVActm, --> 1.0 3-Hydroxyisovaleric Acid,[],NA,
3HIVActe, --> 1.0 3-Hydroxyisovaleric Acid,[],NA,
EX_3hivac[e],-1.0 3-Hydroxyisovaleric Acid <--> ,[],NA,
3HADICOAx,-1.0 H2O + -1.0 O2 + -1.0 Adipoyl Coenzyme A --> 1.0 H2O2 + 1.0 3-Hydroxy-Adipoyl Coenzyme A,"['ECH1_HUMAN', 'ECHP_HUMAN', 'ACOX1_HUMAN']","['1.3.3.6', '4.2.1.17']",( Q08426 and Q15067 ) or ( Q13011 and Q15067 )
3HADPACx,-1.0 H2O + -1.0 3-Hydroxy-Adipoyl Coenzyme A --> 1.0 CoA + 1.0 H+ + 1.0 3-Hydroxy-Adipate,[],NA,
3HADPACtxc, --> 1.0 3-Hydroxy-Adipate,[],NA,
3HADPACte, --> 1.0 3-Hydroxy-Adipate,[],NA,
EX_3hadpac[e],-1.0 3-Hydroxy-Adipate <--> ,[],NA,
3OHSEBCOAx,-1.0 H2O + -1.0 O2 + -1.0 Sebacoyl Coenzyme A --> 1.0 H2O2 + 1.0 3-Hydroxy-Sebacoyl Coenzyme A,"['ECH1_HUMAN', 'ECHP_HUMAN', 'ACOX1_HUMAN']","['1.3.3.6', '4.2.1.17']",( Q08426 and Q15067 ) or ( Q13011 and Q15067 )
3OHSEBACx,-1.0 H2O + -1.0 3-Hydroxy-Sebacoyl Coenzyme A --> 1.0 CoA + 1.0 H+ + 1.0 3-Hydroxy-Sebacic Acid,[],NA,
3OHSEBACtxc, --> 1.0 3-Hydroxy-Sebacic Acid,[],NA,
3OHSEBACte, --> 1.0 3-Hydroxy-Sebacic Acid,[],2.3.1.1,
EX_3ohsebac[e],-1.0 3-Hydroxy-Sebacic Acid <--> ,[],NA,
3OHSUBCOAx,-1.0 H2O + -1.0 O2 + -1.0 Suberyl Coenzyme A --> 1.0 H2O2 + 1.0 3-Hydoxy-Suberyl Coenzyme A,"['ECH1_HUMAN', 'ECHP_HUMAN', 'ACOX1_HUMAN']","['1.3.3.6', '4.2.1.17']",( Q08426 and Q15067 ) or ( Q13011 and Q15067 )
3OHSUBACx,-1.0 H2O + -1.0 3-Hydoxy-Suberyl Coenzyme A --> 1.0 CoA + 1.0 H+ + 1.0 3-Hydoxy-Suberic Acid,[],NA,
3OHSUBACtxc, --> 1.0 3-Hydoxy-Suberic Acid,[],NA,
3OHSUBACte, --> 1.0 3-Hydoxy-Suberic Acid,[],NA,
EX_3ohsubac[e],-1.0 3-Hydoxy-Suberic Acid <--> ,[],NA,
CAPROICc,-1.0 H2O + -1.0 hexanoyl-CoA --> 1.0 CoA + 1.0 H+ + 1.0 hexanoic acid,[],NA,
5OHHEXAc,-1.0 H+ + -1.0 hexanoic acid + -1.0 NADPH + -1.0 O2 --> 1.0 H2O + 1.0 NADP+ + 1.0 5-Hydroxyhexanoic Acid,[],NA,
5OHHEXAte, --> 1.0 5-Hydroxyhexanoic Acid,[],2.6.1.2,
EX_5ohhexa[e],-1.0 5-Hydroxyhexanoic Acid <--> ,[],NA,
7OHOCTAc,-1.0 H+ + -1.0 NADPH + -1.0 O2 + -1.0 octanoic acid --> 1.0 H2O + 1.0 NADP+ + 1.0 7-Hydroxy-Octanoate,[],NA,
7OHOCTAte, --> 1.0 7-Hydroxy-Octanoate,[],NA,
EX_7ohocata[e],-1.0 7-Hydroxy-Octanoate <--> ,[],NA,
ETHMALCOAc,-1.0 butyryl-CoA + -1.0 CO2 --> 1.0 H+ + 1.0 Ethylmalonyl Coenzyme A,[],NA,
ETHMALACc,-1.0 H2O + -1.0 Ethylmalonyl Coenzyme A --> 1.0 CoA + 1.0 H+ + 1.0 Ethylmalonic Acid,[],NA,
ETHMALACte, --> 1.0 Ethylmalonic Acid,[],NA,
EX_ethmalac[e],-1.0 Ethylmalonic Acid <--> ,[],NA,
HEXGLYc,-1.0 glycine + -1.0 hexanoyl-CoA --> 1.0 CoA + 1.0 H+ + 1.0 Hexanoyl-Glycine,['GLYAT_HUMAN'],2.3.1.13,Q6IB77
HEXGLYte, --> 1.0 Hexanoyl-Glycine,[],NA,
EX_hexgly[e],-1.0 Hexanoyl-Glycine <--> ,[],NA,
METHSUCCOAc,-1.0 Ethylmalonyl Coenzyme A --> 1.0 Methyl-Succinyl Coenzyme A,[],1.1.1.27,
METHSUCC,-1.0 H2O + -1.0 Methyl-Succinyl Coenzyme A --> 1.0 CoA + 1.0 H+ + 1.0 Methyl-Succinate,[],NA,
METHSUCCte, --> 1.0 Methyl-Succinate,[],NA,
EX_methsucc[e],-1.0 Methyl-Succinate <--> ,[],NA,
SUBGLYc,-1.0 glycine + -1.0 Suberyl Coenzyme A --> 1.0 CoA + 1.0 H+ + 1.0 Suberyl-Glycine,['GLYAT_HUMAN'],2.3.1.13,Q6IB77
SUBGLYte, --> 1.0 Suberyl-Glycine,[],NA,
EX_subgly[e],-1.0 Suberyl-Glycine <--> ,[],NA,
4OHBUTm,-1.0 H+ + -1.0 NADH + -1.0 succinate semialdehyde --> 1.0 NAD+ + 1.0 4-Hydroxy-Butyrate,[],2.3.1.9,
4OHBUTtmc, --> 1.0 4-Hydroxy-Butyrate,[],NA,
4OHBUTtce, --> 1.0 4-Hydroxy-Butyrate,[],NA,
EX_4ohbut[e],-1.0 4-Hydroxy-Butyrate <--> ,[],NA,
12HPETUPKt, --> 1.0 12(S)-HPETE,[],NA,
15HPETUPKt, --> 1.0 15(S)-HPETE,[],NA,
3AIBSYMPt, <--> 1.0 L-3-amino-isobutanoate + 2.0 Na+,[],NA,
